correct,incorrect,type
Belgien och Holland har 2 röster var och Luxemburg har 1 röst.,Belgien och Holland har 2 var röster och Luxemburg har 1 röst.,flip_neighbours
Gud har skapat människan med den sexuella driften för fortplantningens skull och därmed för människosläktets bestånd.,Gud har skapat människan med den sexuella driften fortplantningens för skull och därmed för människosläktets bestånd.,flip_neighbours
Det är stor skillnad mot nu.,Är det stor skillnad mot nu.,flip_neighbours
"När det gäller en försändelse med fack- eller boxadress använder man postnumret för den av ortens postanstalter, där adressaten hämtar sin post i fack eller box.","När det gäller en försändelse med fack- eller boxadress använder man postnumret för den av ortens postanstalter, där hämtar sin post i fack eller box.",delete
Liten personal och mycket små resurser var ofrånkomliga villkor.,Liten personal och mycket små var resurser ofrånkomliga villkor.,flip_neighbours
"Innan man begär hemskillnad är man skyldig att begära medling hos präst eller hos medlare, som är utsedd av kommunen.","Innan man begär hemskillnad är man skyldig att begära medling hos präst eller hos medlare, är utsedd av kommunen.",delete
Omkring hälften av dem som insjuknar blir psykiskt invalidiserade under flera år eller för resten av sitt liv.,Hälften omkring av dem som insjuknar blir psykiskt invalidiserade under flera år eller för resten av sitt liv.,flip_neighbours
Det stadgas i den s k stenkolslagen från 1886 som dammats av för den här situationen.,Det stadgas i den s k stenkolslagen från 1886 som dammats för den här situationen.,delete
"Antalet lärare i världen ökar långsammare än antalet elever, 3,9 procent mot 4,8 procent.","Antalet lärare i världen långsammare än antalet elever, 3,9 procent mot 4,8 procent.",delete
"Kissar man ljusgul, röd eller porterfärgad urin?","man ljusgul, röd eller porterfärgad urin?",delete
"Felaktig och syndig blir dragningen, när den i tanke, ord och handling leder till sexuella förbindelser vid sidan om de av Gud i äktenskapet stadfästa.","Felaktig och syndig blir dragningen, när den i tanke, ord och handling leder till sexuella vid sidan om de av Gud i äktenskapet stadfästa.",delete
Men här får vi slutresultatet litet senare på natten.,Men får här vi slutresultatet litet senare på natten.,flip_neighbours
Det innebär ett behov eller begär efter ämnet i fråga och mer eller mindre svåra psykiska och fysiska symptom om inte begäret tillfredsställes.,Det ett behov eller begär efter ämnet i fråga och mer eller mindre svåra psykiska och fysiska symptom om inte begäret tillfredsställes.,delete
Man kan vänja sig vid flytväst vid lek i vatten.,Kan man vänja sig vid flytväst vid lek i vatten.,flip_neighbours
Redan på 1890-talet började Wienarkitekten Otto Wagner sträva efter att förvandla kvarterens inre till en trädgård med grönska och lekplatser.,Redan på 1890-talet började Wienarkitekten Otto Wagner sträva efter att förvandla kvarterens till inre en trädgård med grönska och lekplatser.,flip_neighbours
Då har man alltså inte räknat med barn under skolåldern.,Då har man alltså inte räknat med barn under.,delete
Arbetsförmedlingen ger dig information om lediga platser bl.a. i veckotidningen Arbetsmarknaden och i lokala platslistor. Den tillhandahåller också en omfattande information om läget på arbetsmarknaden inom olika branscher och i olika delar av landet. erbjuder dig yrkesvägledning vid valet av yrke och utbildningsväg och hjälper dig att kartlägga dina förutsättningar för olika arbetsuppgifter. hjälper dig genom särskilda åtgärder - arbetsvård - att minska eller undanröja de hinder som ett handikapp kan utgöra för dig på arbetsmarknaden och försöker finna ett lämpligt arbete i öppna marknaden eller erbjuda andra arbetsmöjligheter.,Arbetsförmedlingen ger dig information om lediga platser bl.a. i veckotidningen Arbetsmarknaden och i lokala platslistor. Den tillhandahåller också en omfattande information om läget på arbetsmarknaden inom olika branscher och i olika delar av landet. erbjuder dig yrkesvägledning vid valet av yrke och utbildningsväg och dig att kartlägga dina förutsättningar för olika arbetsuppgifter. hjälper dig genom särskilda åtgärder - arbetsvård - att minska eller undanröja de hinder som ett handikapp kan utgöra för dig på arbetsmarknaden och försöker finna ett lämpligt arbete i öppna marknaden eller erbjuda andra arbetsmöjligheter.,delete
"Här skulle utom affärer och hantverkare finnas tvätteri med klädvård, kantin med matförsäljning, cafe, bibliotek med lyssningsrum, kanske en kvartersbio, teverum, lokaler för sällskapsliv och sport, bastu, möjligen en liten bassäng.","Här skulle affärer utom och hantverkare finnas tvätteri med klädvård, kantin med matförsäljning, cafe, bibliotek med lyssningsrum, kanske en kvartersbio, teverum, lokaler för sällskapsliv och sport, bastu, möjligen en liten bassäng.",flip_neighbours
Förhållandet mellan föräldrar och barn är givetvis något mycket mer än vad som ligger i begreppet ' barnavård '.,Förhållandet mellan föräldrar och barn givetvis är något mycket mer än vad som ligger i begreppet ' barnavård '.,flip_neighbours
"I Bibeln omtalas, att det i det gamla Israel inte var ovanligt att en man hade flera hustrur.","I Bibeln, att det i det gamla Israel inte var ovanligt att en man hade flera hustrur.",delete
Sociologiska undersökningar visar att de traditionella uppfattningarna lever kvar med en envishet som skarpt kontrasterar med kvinnans ökade insatser i arbetslivet.,Sociologiska undersökningar visar att de traditionella uppfattningarna lever kvar med en envishet skarpt som kontrasterar med kvinnans ökade insatser i arbetslivet.,flip_neighbours
"Därefter börjar eftermiddagens övningar, som oftast pågår till kl 1700.","Därefter börjar eftermiddagens övningar, som oftast till kl 1700.",delete
Denna ' medicinska bildtolk ' av prof. Adams-Ray med teckningar av Claes Folkeson presenterades på onsdagen av Håkan Ohlssons förlag i Lund.,Denna ' medicinska bildtolk ' av prof. Adams-Ray med teckningar av Claes Folkeson presenterades på onsdagen av Håkan Ohlssons förlag Lund i.,flip_neighbours
"Eleverna får välja slöjdart varje år, antingen textilslöjd eller trä- och metallslöjd.","Eleverna får välja varje slöjdart år, antingen textilslöjd eller trä- och metallslöjd.",flip_neighbours
Det monogama äktenskapet är enligt kristen uppfattning den bästa förutsättningen för att kontrahenterna ska lära känna varandra och samman i ett inbördes förtroende.,Det monogama äktenskapet är kristen uppfattning den bästa förutsättningen för att kontrahenterna ska lära känna varandra och samman i ett inbördes förtroende.,delete
Detta betyder att udda husnummer t o m 17 och jämna husnummer t o m 18 har postnumret 50232.,Detta betyder att udda husnummer t o m och 17 jämna husnummer t o m 18 har postnumret 50232.,flip_neighbours
Fr o m den 1 januari 1971 kan man välja mellan följande: 1 Vanlig befordran 2 Vanlig befordran + utkörning 3 Ilbefordran 4 Ilbefordran + expressutdelning,Fr o m den 1 januari 1971 kan man mellan välja följande: 1 Vanlig befordran 2 Vanlig befordran + utkörning 3 Ilbefordran 4 Ilbefordran + expressutdelning,flip_neighbours
Soldaterna har fått hålla till godo med det otillräckliga glasdunet.,Soldaterna har fått hålla till godo med det otillräckliga.,delete
Då har man kommit vid sidan om äktenskapets enligt bibeln primära 2 2 Primära = första. syfte.,Då har man kommit sidan vid om äktenskapets enligt bibeln primära 2 2 Primära = första. syfte.,flip_neighbours
Hur stora blir hyreshöjningarna efter hyresregleringens slopande?,Hur stora blir efter hyreshöjningarna hyresregleringens slopande?,flip_neighbours
"Det framgår, menar man, av Jesu förkunnelse och apostlarnas förmaningar i Nya Testamentet, utan att vara direkt utsagt.","Det framgår, menar man, av Jesu förkunnelse och apostlarnas förmaningar Nya i Testamentet, utan att vara direkt utsagt.",flip_neighbours
I Svenska kyrkans vigselritual formuleras detta i två ord:,I kyrkans Svenska vigselritual formuleras detta i två ord:,flip_neighbours
Detta område är geografiskt detsamma som regionplaneområdet (och landstingsområdet).,Detta är geografiskt detsamma som regionplaneområdet (och landstingsområdet).,delete
Av de 42 manliga deltagarna i samma åldersgrupp blev 36 sexuellt påverkade.,de 42 manliga deltagarna i samma åldersgrupp blev 36 sexuellt påverkade.,delete
"Anger svaret att Ni ' icke är gravid ' och urinprovet har inlämnats på grund av utebliven menstruation, bör Ni, om Ni känner Er frisk, kunna invänta nästa menstruationsperiod.","Anger svaret Ni ' icke är gravid ' och urinprovet har inlämnats på grund av utebliven menstruation, bör Ni, om Ni känner Er frisk, kunna invänta nästa menstruationsperiod.",delete
Man kan i detta sammanhang alltså tala om barnbrottslighet.,Man kan i sammanhang detta alltså tala om barnbrottslighet.,flip_neighbours
"Det gäller när du blir sjuk och söker läkare inom den offentliga öppna sjukvården (sjukhusläkare, provinsialläkare, jourläkare samt stadsdistriktsläkare under viss del av mottagningstiden).","Det gäller när du blir sjuk och söker läkare den offentliga öppna sjukvården (sjukhusläkare, provinsialläkare, jourläkare samt stadsdistriktsläkare under viss del av mottagningstiden).",delete
"Både inom Landsorganisationen och Arbetsgivarföreningen är man oroad över läget och planerar, var på sitt håll, att utreda frågan närmare.","Inom både Landsorganisationen och Arbetsgivarföreningen är man oroad över läget och planerar, var på sitt håll, att utreda frågan närmare.",flip_neighbours
Men onekligen typisk för köp- och slängtiden. ',Onekligen men typisk för köp- och slängtiden. ',flip_neighbours
Kommunalt grundavdrag kan avräknas även från inkomst i annan kommun än hemortskommunen.,Kommunalt grundavdrag kan avräknas även från inkomst i annan kommun hemortskommunen än.,flip_neighbours
Situationen i det senast beskrivna experimentet skiljer sig från det föregående genom att det som ska bedömas är mycket entydigt till sin karaktär.,Situationen i det senast beskrivna skiljer sig från det föregående genom att det som ska bedömas är mycket entydigt till sin karaktär.,delete
Det blir många transporter av stora och tunga anläggningsdelar.,Det blir många transporter av och stora tunga anläggningsdelar.,flip_neighbours
Och det hela är uträknat så att det jämnar ut sig i längden för alla parter.,Och det hela är uträknat så att det jämnar ut sig i för alla parter.,delete
Försäkringskassan kan nu ge dig bättre service,Försäkringskassan kan nu ge bättre dig service,flip_neighbours
"Om denna explosiva folkökning fortsätter, kommer jordens folkmängd att ha fördubblats några år in på 2000-talet, alltså på mindre än 40 år.","Om denna explosiva folkökning fortsätter, kommer jordens folkmängd att ha några år in på 2000-talet, alltså på mindre än 40 år.",delete
Den morgonpigga har sin temptopp tidigt och för andra kommer denna topp kanske först under förmiddagstimmarna eller senare på dagen.,Den har morgonpigga sin temptopp tidigt och för andra kommer denna topp kanske först under förmiddagstimmarna eller senare på dagen.,flip_neighbours
Vid resekostnads- och flyttningsersättning lämnas ansökan till arbetsförmedlingen innan resan anträds resp. flyttning sker vid starthjälp och bostadsvistelsebidrag innan anställningen tillträds vid utrustningsbidrag innan familjen flyttar.,Vid resekostnads- och flyttningsersättning lämnas ansökan till arbetsförmedlingen innan resan anträds resp. flyttning sker vid starthjälp bostadsvistelsebidrag och innan anställningen tillträds vid utrustningsbidrag innan familjen flyttar.,flip_neighbours
"Vi måste kolla om dubbelröstning skett, om de poströstande också röstat i vallokal.","Vi måste kolla om dubbelröstning, om de poströstande också röstat i vallokal.",delete
"Om de gör det, får de uppleva det andra motivet, lyckomotivet: de får genom varandra uppleva Guds kärlek.","Om de gör det, får de uppleva det andra motivet, lyckomotivet: de får genom varandra Guds uppleva kärlek.",flip_neighbours
Ända tills någon slagit på stora trumman i massmedia och ' skärrat upp ' en opinion.,Tills ända någon slagit på stora trumman i massmedia och ' skärrat upp ' en opinion.,flip_neighbours
På så sätt erhålls en kedjereaktion.,På så sätt en erhålls kedjereaktion.,flip_neighbours
"Vid båda dragningarna dessutom massor av andra vinster, på 100000, 25000, 10000, 5000 kr etc.","Vid båda dragningarna dessutom massor av andra vinster, 100000, 25000, 10000, 5000 kr etc.",delete
Det har sagts att det var lätt i vallokalen i år.,Det har sagts att det var lätt vallokalen i i år.,flip_neighbours
"De högtsmällande närstridsvapnen - granatgevär, pansarvärnskanon osv - är ganska unga på de svenska militärförbanden.","De högtsmällande närstridsvapnen - granatgevär, pansarvärnskanon osv - är ganska unga de på svenska militärförbanden.",flip_neighbours
Är hon ensam kan den egna modern eller en god väninna ofta vara henne och därmed också barnet till stor nytta.,Är hon ensam kan den egna modern eller en god väninna ofta vara henne och därmed också barnet stor nytta.,delete
Varje elev måste få möjlighet att göra det bästa möjliga av sina förutsättningar.,Varje måste elev få möjlighet att göra det bästa möjliga av sina förutsättningar.,flip_neighbours
"Men det betyder inte att man ser på äktenskapet som ett slags formell skyddsmur, inom vilken det inte uppstår etisk och religiös skuld kring det sexuella samlivet.","Men det inte att man ser på äktenskapet som ett slags formell skyddsmur, inom vilken det inte uppstår etisk och religiös skuld kring det sexuella samlivet.",delete
Ibland talar man om ' de fattiga länderna '.,Ibland talar man om ' de fattiga '.,delete
"En person som lämnat sitt hemland, där han på grund av sin härstamning, tillhörighet till viss samhällsgrupp eller politisk uppfattning eller eljest på grund av politiska förhållanden riskerar att berövas sin frihet eller dömas till straff kan få rätt till asyl.","En person som lämnat sitt hemland, där han på grund av sin härstamning, tillhörighet viss till samhällsgrupp eller politisk uppfattning eller eljest på grund av politiska förhållanden riskerar att berövas sin frihet eller dömas till straff kan få rätt till asyl.",flip_neighbours
Men vi andra skall allt göra det.,Men vi andra allt göra det.,delete
De undersöker allt de kommer åt och nu börjar en tid när man måste plocka undan allt som kan gå sönder eller skada dem.,De undersöker allt de åt kommer och nu börjar en tid när man måste plocka undan allt som kan gå sönder eller skada dem.,flip_neighbours
I södra Asien har nya högavkastande sorter av ris och vete börjat odlas på allt större arealer.,I Asien södra har nya högavkastande sorter av ris och vete börjat odlas på allt större arealer.,flip_neighbours
Världen har då en totalbefolkning på ca 7 miljarder.,Världen då en totalbefolkning på ca 7 miljarder.,delete
Försök att med endast kartans hjälp ge några exempel på länder med goda förutsättningar för produktion av vattenkraft?,Försök att med endast kartans hjälp ge några exempel på länder med goda förutsättningar för produktion vattenkraft?,delete
"Liksom hos andra måsfåglar, som häckar i täta kolonier, försvarar trutarna mycket små revir på häckningsplatsen.","Liksom hos andra måsfåglar, som häckar i täta kolonier, försvarar trutarna små mycket revir på häckningsplatsen.",flip_neighbours
"En minoritet ställde sig dock positiv till satsen, och lustigt nog var det något vanligare bland kvinnorna: 21 procent mot 18 procent bland männen.","En minoritet ställde sig dock positiv till satsen, och lustigt nog var det något vanligare bland kvinnorna: 21 mot 18 procent bland männen.",delete
"Systemet av utlösare, nyckelretningar, i det sociala beteendet innefattar bl.a. akustiska, optiska och kemiska signaler.","Systemet av utlösare, nyckelretningar, det sociala beteendet innefattar bl.a. akustiska, optiska och kemiska signaler.",delete
Riksdagen får rätt att besluta om misstroendeförklaring mot regeringen eller mot ett enskilt statsråd.,Riksdagen får rätt att besluta om misstroendeförklaring regeringen mot eller mot ett enskilt statsråd.,flip_neighbours
"Vi lever alltför mycket kvar i våra föreställningar om det gamla jordbrukarsamhället, där kvinnan hade att uppfostra en stor barnaskara och där hon som husmor fullgjorde stora och viktiga ekonomiska funktioner.","Vi lever alltför mycket kvar våra föreställningar om det gamla jordbrukarsamhället, där kvinnan hade att uppfostra en stor barnaskara och där hon som husmor fullgjorde stora och viktiga ekonomiska funktioner.",delete
Omkring 90 procent av bostadsbyggandet stöds genom statliga lån.,Omkring 90 procent av bostadsbyggandet stöds statliga lån.,delete
"En intressant detalj i beteendet är att ungarna pickar mot den vuxna trutens näbb, på vilket truten svarar med att mata ungen (fig. 24).","En intressant detalj i är att ungarna pickar mot den vuxna trutens näbb, på vilket truten svarar med att mata ungen (fig. 24).",delete
Du får dessutom en skattefri sparpremie på 5 % på det belopp som står inne den 31 december 1971.,får dessutom en skattefri sparpremie på 5 % på det belopp som står inne den 31 december 1971.,delete
Allteftersom borren äter sig ned i jorden dras borrör ner i hålet så att väggarna inte rasar igen.,Allteftersom borren äter sig ned i jorden dras ner borrör i hålet så att väggarna inte rasar igen.,flip_neighbours
"Dessa arter lever på lokaler, där vattnet är grumligt och sikten obetydlig.","Dessa arter lever på lokaler, där vattnet grumligt är och sikten obetydlig.",flip_neighbours
Den ' nya ' sexualmoralen har påverkat oss alla men samtidigt djupt oroat oss.,Den ' nya ' sexualmoralen har oss alla men samtidigt djupt oroat oss.,delete
Pappan är den ständige lille hemförbättraren med hammare och målarpensel.,Pappan är den ständige lille hemförbättraren med och målarpensel.,delete
Mest oroande är att synen på äktenskapet som samlevnadsform förändras i en riktning som ifrågasätter värdet av familjebildning och ansvarstagande i den form som i de flesta kulturer och under sekler varit allmänt rådande.,Mest oroande är att synen på äktenskapet som samlevnadsform förändras i en riktning som ifrågasätter värdet av familjebildning ansvarstagande i den form som i de flesta kulturer och under sekler varit allmänt rådande.,delete
Diagrammet ovan visar hur mycket världen satsar i tusental miljoner dollar per år till olika ändamål.,Diagrammet ovan visar hur mycket världen satsar tusental miljoner dollar per år till olika ändamål.,delete
"Doc. Bergman berättade om en egen upplevelse där hans dåvarande hund, en skotte, råkade i slagsmål med en annan hund.","Doc. Bergman om berättade en egen upplevelse där hans dåvarande hund, en skotte, råkade i slagsmål med en annan hund.",flip_neighbours
"Det är mest ensamstående unga och gamla som vill skaffa sig egna lägenheter, men också andra vill ha bättre utrymme.","Det är mest ensamstående unga och gamla som vill skaffa egna lägenheter, men också andra vill ha bättre utrymme.",delete
"Den blev, kan man säga, den nyckel, som öppnade dörren mot den industriella tidsåldern.","Den blev, kan man säga, den nyckel, som öppnade dörren mot industriella den tidsåldern.",flip_neighbours
"De stenkolsdrivna värmekraftverken är därför liksom järn- och stålverken i regel lokaliserade till brytningsområdena, t ex till de stora stenkolsdistrikten i England, Västtyskland, Polen och Sovjetunionen.","De stenkolsdrivna värmekraftverken är därför liksom järn- och stålverken i regel lokaliserade till brytningsområdena, t ex till de stora stenkolsdistrikten i England, Västtyskland, och Polen Sovjetunionen.",flip_neighbours
Men människorna vill ha mera bostäder.,Men vill ha mera bostäder.,delete
Eftersom de flesta arbeten som står de gifta kvinnorna till buds om de går ut i förvärvsarbete hör till de sämst betalda och minst attraktiva på arbetsmarknaden är detta ideal en realitet än i dag.,Eftersom de flesta arbeten som står de gifta kvinnorna till buds om de ut går i förvärvsarbete hör till de sämst betalda och minst attraktiva på arbetsmarknaden är detta ideal en realitet än i dag.,flip_neighbours
"Hur problemen konkret skall lösas är det orimligt att här försöka utreda, eftersom villkoren är så skiftande.","Hur problemen konkret skall lösas är det orimligt att här försöka utreda, villkoren eftersom är så skiftande.",flip_neighbours
"Du skall nämligen inte bara skaffa dig vissa kunskaper, du skall också lära dig leva ihop med dina kamrater och så småningom sammangjutas med dem till ett förband.","Skall du nämligen inte bara skaffa dig vissa kunskaper, du skall också lära dig leva ihop med dina kamrater och så småningom sammangjutas med dem till ett förband.",flip_neighbours
Man införde också en allmän hyresreglering.,Införde man också en allmän hyresreglering.,flip_neighbours
"Att värderingarna förändrats är helt säkert riktigt, och om någon förnekar det så låt oss jämföra vår reaktion inför upplysningen om att två ungdomar sammanbor med den vi skulle haft för tjugo år sedan.","Att värderingarna förändrats är helt säkert riktigt, och om någon förnekar det så låt oss jämföra vår reaktion inför upplysningen om att två ungdomar sammanbor med den vi haft skulle för tjugo år sedan.",flip_neighbours
Men ett av psykologins främsta mål bör vara att ta hänsyn till minoriteter.,Men ett av främsta psykologins mål bör vara att ta hänsyn till minoriteter.,flip_neighbours
Feldt framhöll att Sverige håller formen för samarbete med EEC öppen.,Feldt framhöll Sverige att håller formen för samarbete med EEC öppen.,flip_neighbours
"De nya rissorterna mognar snabbt, och på sina håll tar man två eller tre skördar om året.","De nya rissorterna mognar snabbt, och på håll sina tar man två eller tre skördar om året.",flip_neighbours
Också för utvecklingen av språket är det viktigt att vi jollrar och pratar med barnet.,Också för utvecklingen av språket är det viktigt att vi och jollrar pratar med barnet.,flip_neighbours
"Ett exempel: enbart i USA ökar BNP varje år med ett belopp, som är ungefär lika stort som den totala bruttonationalprodukten i hela Afrika eller Indien!","Ett exempel: enbart i USA ökar BNP varje år med ett belopp, som är ungefär lika stort som den totala bruttonationalprodukten i Afrika hela eller Indien!",flip_neighbours
Likaså söker man minska avdunstningen genom att belägga jordytan med någon porös hinna.,Likaså söker minska avdunstningen genom att belägga jordytan med någon porös hinna.,delete
Vi kan angripa auktoritetsproblemet i familjen från ännu en utgångspunkt.,kan angripa auktoritetsproblemet i familjen från ännu en utgångspunkt.,delete
"U-länderna använder 25 kronor per år och person till utbildning, industriländerna använder 500 kronor.","U-länderna använder 25 kronor år per och person till utbildning, industriländerna använder 500 kronor.",flip_neighbours
"Naturligt uran består till 0,7 % av U235.","Naturligt uran till består 0,7 % av U235.",flip_neighbours
